"id","term","category","weight"
"9729","valley","LABEL","-0.0000328486725842"
"9730","wingman","LABEL","-0.00000061020355361"
"9731","grant","LABEL","-0.00000187931852062"
"9732","mellon","LABEL","0.00000240140830179"
"9733","g","LABEL","-0.0000986977410019"
"9734","trimmed","LABEL","-0.00000120342414657"
"9735","crumble","LABEL","0.00000100239118479"
"9736","cornbread","LABEL","-0.000000293715319191"
"9737","&","LABEL","0.00117045565988"
"9738","thigh","LABEL","0.00000179156852611"
"9739","fright","LABEL","0.000000860686781043"
"9740","fleury","LABEL","-0.00000539354717666"
"9741","shenanigans","LABEL","0.00000221860028772"
"9742","case","LABEL","-0.0000452850418757"
"9743","52","LABEL","-0.0000108523179766"
"9744","tourney","LABEL","-0.0000080636988702"
"9745","2,000","LABEL","-0.000000390433956091"
"9746","trojan","LABEL","-0.0000016443816343"
"9747","overdrive","LABEL","0.0000018089655035"
"9748","although","LABEL","0.00000430529324591"
"9749","incident","LABEL","-0.0000062673362678"
"9750","dave","LABEL","-0.00000712487960893"
"9751","conditioned","LABEL","0.000000907431837722"
"9752","denny's","LABEL","0.00000564143756883"
"9753","hound","LABEL","-0.000000352582332866"
"9754","shoutout","LABEL","-0.0000385910477911"
"9755","#whoareyou","LABEL","-0.000000355183595833"
"9756","disconnected","LABEL","0.00000229736057643"
"9757","greet","LABEL","-0.000018653860224"
"9758","#neveragain","LABEL","-0.00000112149795685"
"9759","manti","LABEL","-0.00000250421065273"
"9760","entitled","LABEL","0.00000270855118499"
"9761","infected","LABEL","0.00000371053028229"
"9762","consisting","LABEL","-0.00000111244385151"
"9763","grammatically","LABEL","0.000000114748760029"
"9764","failed","LABEL","-0.0000241794887674"
"9765","apologizes","LABEL","-0.00000172165888766"
"9766","#esurancesave30","LABEL","-0.00000113004292386"
"9767","hawks","LABEL","-0.00000188164661891"
"9768","eater","LABEL","-0.00000544162085182"
"9769","useful","LABEL","-0.0000039697007635"
"9770","crazier","LABEL","0.00000355068978907"
"9771","beginners","LABEL","-0.00000946121467411"
"9772","operate","LABEL","0.00000117529401013"
"9773","survivors","LABEL","-0.00000120298194736"
"9774","shambles","LABEL","0.000000705342256777"
"9775","approval","LABEL","0.00000387025026806"
"9776","2012","LABEL","-0.0000772880614576"
"9777","podcast","LABEL","-0.000044629895143"
"9778","beneath","LABEL","0.00000278333905239"
"9779","elijah","LABEL","-0.0000016663839345"
"9780","stories","LABEL","-0.000026664636247"
"9781","stamp","LABEL","-0.00000136855546803"
"9782","coasters","LABEL","0.0000000341071901239"
"9783","machine","LABEL","-0.00000711707347845"
"9784","#damnit","LABEL","0.00000336878493328"
"9785","textin","LABEL","0.0000113711727683"
"9786","timothy","LABEL","-0.000000829387905829"
"9787","huskies","LABEL","0.000000314880101597"
"9788","external","LABEL","0.00000214707075372"
"9789","necessity","LABEL","0.00000112393245584"
"9790","kt","LABEL","-0.0000179929574445"
"9791","implied","LABEL","-0.0000010020181609"
"9792","partly","LABEL","-0.000000848758811223"
"9793","whyyy","LABEL","-0.0000055026246293"
"9794","chips","LABEL","-0.00000805316783656"
"9795","recently","LABEL","-0.0000059158119808"
"9796","drive","LABEL","-0.0000069824897813"
"9797","clubhouse","LABEL","0.00000139802313364"
"9798","delirious","LABEL","0.000000356510880927"
"9799","zodiac","LABEL","0.00000812954901685"
"9800","fouled","LABEL","-0.00000116003826623"
"9801","squirt","LABEL","0.00000111159299423"
"9802","sandals","LABEL","0.000000622594022809"
"9803","stressin","LABEL","0.00000638956430555"
"9804","moths","LABEL","0.00000179442761389"
"9805","twilight","LABEL","0.00000439706052363"
"9806","ahaha","LABEL","-0.0000347354478463"
"9807","camels","LABEL","-0.000000472250954862"
"9808","cavities","LABEL","-0.00000140630795582"
"9809","econ","LABEL","-0.00000599923235517"
"9810","gong","LABEL","0.000000507311541388"
"9811","moreee","LABEL","-0.00000100799915101"
"9812","grandmother","LABEL","-0.00000119518004366"
"9813","phenomenon","LABEL","-0.00000170656477131"
"9814","eric","LABEL","-0.0000205370061911"
"9815","15-20","LABEL","-0.00000277702007456"
"9816","freakin","LABEL","-0.00000133657953118"
"9817","10pm","LABEL","-0.00000220339479568"
"9818","brisk","LABEL","-0.00000117813510485"
"9819","caused","LABEL","0.00000342058296738"
"9820","containing","LABEL","-0.00000226233113825"
"9821","booger","LABEL","-0.000000214121027151"
"9822","creed","LABEL","0.00000133112293586"
"9823","tower","LABEL","-0.0000169466294024"
"9824","mlk","LABEL","-0.000000946786421172"
"9825","ruzzle","LABEL","0.00000138351367486"
"9826","taping","LABEL","-0.00000235370066403"
"9827","parks","LABEL","-0.0000251072148892"
"9828","nuh","LABEL","-0.00000180918318475"
"9829","deja","LABEL","0.00000945653137521"
"9830","cardigan","LABEL","-0.00000329796085769"
"9831","#timeflies","LABEL","-0.00000516312536339"
"9832","solved","LABEL","0.00000112921251818"
"9833","projected","LABEL","-0.000000136878644637"
"9834","jawn","LABEL","0.0000644995426001"
"9835","#nomakeup","LABEL","0.00000226250813829"
"9836","consist","LABEL","0.00000706535850848"
"9837","santana","LABEL","-0.000000301555846631"
"9838","330","LABEL","0.000000713465075918"
"9839","all-nighter","LABEL","-0.00000029024779791"
"9840","straps","LABEL","-0.00000179699985474"
"9841","ds","LABEL","0.0000000544348387585"
"9842","earbuds","LABEL","0.000000129832993393"
"9843","baldwin","LABEL","-0.00000344728544648"
"9844","grabs","LABEL","0.00000388388042623"
"9845","jason","LABEL","-0.0000107765639636"
"9846","growling","LABEL","-0.0000014771404965"
"9847","destiny's","LABEL","0.00000195392420502"
"9848","sweatpants","LABEL","-0.00000734467965159"
"9849","seton","LABEL","-0.00000019082725404"
"9850","erin","LABEL","-0.0000249306928856"
"9851","offended","LABEL","0.00000918568418164"
"9852","bree","LABEL","0.00000146370557467"
"9853","sled","LABEL","-0.0000037364583901"
"9854","pads","LABEL","-0.00000344016614677"
"9855","halftime","LABEL","-0.00000873122088656"
"9856","eyelids","LABEL","0.00000332399983399"
"9857","gigi","LABEL","-0.00000538890641429"
"9858","front","LABEL","-0.00000952896385372"
"9859","endured","LABEL","0.00000129310175875"
"9860","guide","LABEL","-0.0000177029129285"
"9861","caitlin","LABEL","-0.000000847256917454"
"9862","dying","LABEL","-0.0000511424555833"
"9863","intent","LABEL","0.000000460554692644"
"9864","sleazy","LABEL","0.000000634140217313"
"9865","dorms","LABEL","-0.00000216209522497"
"9866","#getonmylevel","LABEL","0.000000427637817471"
"9867","horny","LABEL","0.0000247169772767"
"9868","interruption","LABEL","0.00000222701998279"
"9869","heheh","LABEL","-0.00000280312181424"
"9870","audition","LABEL","-0.00000424340084181"
"9871","calms","LABEL","-0.00000125080603852"
"9872","bradley","LABEL","-0.00000831711555544"
"9873","exploded","LABEL","-0.00000661293047231"
"9874","pennies","LABEL","0.00000154500061673"
"9875","lexus","LABEL","-0.000000505164602119"
"9876","mart","LABEL","-0.00000149490348382"
"9877","#delicious","LABEL","0.00000407659201395"
"9878","unpopular","LABEL","-0.000000813027807298"
"9879","relying","LABEL","-0.000000259603282066"
"9880","fuckd","LABEL","0.000000274202053729"
"9881","sellin","LABEL","0.00000808015933754"
"9882","22nd","LABEL","-0.00000768762940427"
"9883","superman","LABEL","-0.0000199051900434"
"9884","rhett","LABEL","0.000000983989911613"
"9885","loathing","LABEL","-0.000000574506070276"
"9886","parody","LABEL","0.000000149931314259"
"9887","channels","LABEL","-0.00000405888715561"
"9888","blu","LABEL","0.00000168073426231"
"9889","upside","LABEL","0.0000026473871625"
"9890","incredibles","LABEL","0.0000000329317118456"
"9891","fills","LABEL","0.00000243618296604"
"9892","blair","LABEL","-0.00000521541519732"
"9893","bop","LABEL","-0.00000230900782944"
"9894","mos","LABEL","-0.00000114655490521"
"9895","massaging","LABEL","0.000000498258314265"
"9896","#mybaby","LABEL","0.00000248082639926"
"9897","celeb","LABEL","-0.00000686021918117"
"9898","hathaway","LABEL","-0.00000377061083195"
"9899","catholics","LABEL","-0.00000357211886961"
"9900","sos","LABEL","-0.000012511433276"
"9901","president","LABEL","-0.0000311385308038"
"9902","inspire","LABEL","-0.00000266032865534"
"9903","users","LABEL","-0.000020097064862"
"9904","avalon","LABEL","-0.00000201377885859"
"9905","gi","LABEL","-0.00000759465634697"
"9906","lashes","LABEL","0.00000315985009088"
"9907","richer","LABEL","-0.00000132264645656"
"9908","#thebachelor","LABEL","0.0000039898717681"
"9909","wen","LABEL","0.000167531540174"
"9910","informative","LABEL","-0.00000235549482656"
"9911","hating","LABEL","0.0000316511318508"
"9912","#rememberthat","LABEL","0.000000357929001189"
"9913","dm'd","LABEL","-0.00000090092895459"
"9914","letting","LABEL","0.0000726201202321"
"9915","earn","LABEL","0.00000209021527121"
"9916","separately","LABEL","-0.00000227041139045"
"9917","bahahaha","LABEL","-0.00000202489974441"
"9918","stunning","LABEL","-0.0000130162278999"
"9919","fond","LABEL","0.00000135345669907"
"9920","girll","LABEL","-0.00000116650449302"
"9921","minute","LABEL","0.00000931277102616"
"9922","computers","LABEL","-0.00000981334586467"
"9923","meatball","LABEL","-0.00000400315862674"
"9924","mode","LABEL","-0.0000108666946936"
"9925","vacuum","LABEL","-0.00000220994792898"
"9926","#ironic","LABEL","0.000000935912958375"
"9927","ard","LABEL","0.000089810317887"
"9928","borin","LABEL","0.00000609281106923"
"9929","rifle","LABEL","0.00000344562871472"
"9930","separating","LABEL","-0.000000144867505058"
"9931","geography","LABEL","-0.00000847421196975"
"9932","booth","LABEL","-0.00000569322449003"
"9933","scrape","LABEL","-0.000000479321287911"
"9934","stinking","LABEL","0.00000386223313173"
"9935","rivers","LABEL","-0.00000289449098327"
"9936","upfront","LABEL","0.00000185273864021"
"9937","pls","LABEL","-0.0000619929449187"
"9938","stroll","LABEL","-0.00000463555000796"
"9939","#oh","LABEL","-0.000000618937470296"
"9940","vixen","LABEL","0.00000105916234566"
"9941","franco","LABEL","-0.00000556185480062"
"9942","exaggerate","LABEL","-0.000000200080422394"
"9943","jill","LABEL","-0.0000189652108583"
"9944","communion","LABEL","0.000000570765012702"
"9945","women's","LABEL","-0.00000968025468332"
"9946","summertime","LABEL","-0.00000865964789076"
"9947","#thanksdad","LABEL","0.000000579912858261"
"9948","mozzarella","LABEL","0.00000382566453526"
"9949","introduce","LABEL","0.0000070564616789"
"9950","gwen","LABEL","-0.00000502167546011"
"9951","gasp","LABEL","-0.00000103945330041"
"9952","grips","LABEL","0.00000103936113887"
"9953","hittin","LABEL","0.0000110949004041"
"9954","drexel","LABEL","-0.00000638744768363"
"9955","seemingly","LABEL","0.000000132733995257"
"9956","secret","LABEL","-0.0000209828743425"
"9957","appropriate","LABEL","-0.00000954736313183"
"9958","rsvp","LABEL","-0.0000103685664381"
"9959","italians","LABEL","-0.00000149030466212"
"9960","chins","LABEL","-0.00000241905001011"
"9961","mt","LABEL","-0.0000189102826048"
"9962","alsina","LABEL","0.00000538344275111"
"9963","kingston","LABEL","-0.00000170002342328"
"9964","cuttin","LABEL","0.0000035942886679"
"9965","silent","LABEL","0.000000369948777787"
"9966","place","LABEL","0.0000186634252622"
"9967","20,000","LABEL","-0.0000000149684236866"
"9968","naughty","LABEL","0.00000586767426135"
"9969","fictional","LABEL","-0.00000924685381642"
"9970","biting","LABEL","0.0000111674481727"
"9971","previously","LABEL","0.000000258814699213"
"9972","drunkest","LABEL","-0.00000217097822776"
"9973","truuuu","LABEL","0.000000455513529233"
"9974","awesomeness","LABEL","0.000000729481197386"
"9975","slope","LABEL","-0.000000392161582996"
"9976","reallllly","LABEL","-0.000000779366880721"
"9977","bottled","LABEL","0.00000777287398915"
"9978","strangle","LABEL","-0.00000262975685225"
"9979","network","LABEL","0.000116982195633"
"9980","#hurryup","LABEL","-0.000000342683700048"
"9981","prez","LABEL","-0.000000179484251947"
"9982","creep","LABEL","0.0000260312568799"
"9983","luxury","LABEL","0.00000172527398216"
"9984","psychopath","LABEL","0.00000103830323087"
"9985","they","LABEL","0.000837114725862"
"9986","dom","LABEL","0.00000367053574253"
"9987","binder","LABEL","-0.0000023965369311"
"9988","buttas","LABEL","-0.000000741229183929"
"9989","execute","LABEL","-0.0000000236101225038"
"9990","113","LABEL","0.00000155832099284"
"9991","hahah","LABEL","-0.000198789000779"
"9992","king","LABEL","-0.0000545791093893"
"9993","asss","LABEL","0.00000195945172399"
"9994","fuckkkkk","LABEL","0.00000106731677943"
"9995","ramen","LABEL","0.00000725080153893"
"9996","relieved","LABEL","0.00000305463144922"
"9997","cubicle","LABEL","-0.00000261936987075"
"9998","wat","LABEL","0.000112289992956"
"9999","sadder","LABEL","-0.000000731220791445"
"10000","somebody","LABEL","0.000525284091883"
"10001","groupies","LABEL","0.00000358314303093"
"10002","mannnn","LABEL","0.00000123888755687"
"10003","jadakiss","LABEL","-0.000000655457709391"
"10004","october","LABEL","-0.0000303700178171"
"10005","nuclear","LABEL","-0.00000961273296694"
"10006","animal","LABEL","-0.0000231072634792"
"10007","shhhh","LABEL","0.000000606640842409"
"10008","78","LABEL","-0.00000217540939698"
"10009","hyde","LABEL","-0.00000209555969554"
"10010","languages","LABEL","-0.00000317639321566"
"10011","unaware","LABEL","-0.00000165406434699"
"10012","gosling","LABEL","-0.000000288224388825"
"10013","garage","LABEL","0.00000641704805377"
"10014","#familyguy","LABEL","0.00000118732651878"
"10015","4am","LABEL","0.00000477431414405"
"10016","session","LABEL","-0.0000133340370086"
"10017","content","LABEL","0.00000708752034482"
"10018","laughable","LABEL","-0.00000029904453942"
"10019","noticed","LABEL","-0.00000665772819622"
"10020","#vine","LABEL","0.000000892044610423"
"10021","autograph","LABEL","-0.00000478058728213"
"10022","gunna","LABEL","0.0000945306965444"
"10023","blink-182","LABEL","-0.00000220854598021"
"10024","fitted","LABEL","0.000000256901190294"
"10025","grandmas","LABEL","0.00000902391994498"
"10026","hated","LABEL","-0.00000451897687785"
"10027","<<<<<<<","LABEL","-0.000000607362534706"
"10028","newton","LABEL","-0.00000462205037251"
"10029","doggies","LABEL","-0.000000542762929235"
"10030","wowwwww","LABEL","-0.000000338690468603"
"10031","tweeting","LABEL","0.00000863822398147"
"10032","hooker","LABEL","0.000000492354583653"
"10033","placement","LABEL","-0.00000123915706787"
"10034","willpower","LABEL","0.000000811651726253"
"10035","stepping","LABEL","-0.00000569105021593"
"10036","books","LABEL","-0.0000459123198991"
"10037","colours","LABEL","-0.00000163801075871"
"10038","inappropriate","LABEL","-0.00000468761789074"
"10039","printing","LABEL","-0.00000488750596509"
"10040","chang","LABEL","-0.0000022241235644"
"10041","ark","LABEL","-0.00000149391556414"
"10042","emoji","LABEL","-0.0000271536172026"
"10043","65","LABEL","-0.00000900820962068"
"10044","lookout","LABEL","-0.00000117272745499"
"10045","shield","LABEL","-0.0000112151457378"
"10046","bachelors","LABEL","-0.00000022934864559"
"10047","sledding","LABEL","-0.00000591477380139"
"10048","buzz","LABEL","-0.00000401231348254"
"10049","twit","LABEL","-0.0000136975854728"
"10050","sinning","LABEL","0.000000480001479936"
"10051","life's","LABEL","0.00000334543990387"
"10052","clare","LABEL","0.00000418156554816"
"10053","sling","LABEL","-0.00000115994459134"
"10054","owe","LABEL","0.0000200489089537"
"10055","ol","LABEL","0.0000149402400988"
"10056","bitchess","LABEL","0.00000355582527079"
"10057","whomever","LABEL","-0.0000000780095127898"
"10058","chug","LABEL","-0.00000417132616285"
"10059","carolina","LABEL","-0.00000363220982449"
"10060","againnn","LABEL","0.00000138258481848"
"10061","#12","LABEL","-0.000000172358899165"
"10062","poses","LABEL","-0.00000193191334463"
"10063","styles","LABEL","-0.0000392327800798"
"10064","gahhh","LABEL","0.00000231254696815"
"10065","review","LABEL","-0.00001532895225"
"10066","wipers","LABEL","0.00000031677336115"
"10067","ton","LABEL","-0.00000727075000604"
"10068","preferred","LABEL","-0.000000395272550536"
"10069","91","LABEL","-0.000000197924660998"
"10070","swoon","LABEL","-0.00000101357195144"
"10071","accents","LABEL","-0.00000151077381553"
"10072","pug","LABEL","-0.00000122156629708"
"10073","reduces","LABEL","-0.00000127955898433"
"10074","a","LABEL","0.000865163686731"
"10075","begs","LABEL","-0.000000562693585296"
"10076","bothered","LABEL","0.0000147725960633"
"10077","vcr","LABEL","-0.000000776820121784"
"10078","recipe","LABEL","-0.0000176678542321"
"10079","irked","LABEL","0.0000131263684791"
"10080","educational","LABEL","-0.000000828405181887"
"10081","big","LABEL","-0.00000344118488916"
"10082","grille","LABEL","0.00000194374630973"
"10083","aaron","LABEL","-0.0000084071995745"
"10084","snickers","LABEL","0.00000313641439089"
"10085","103","LABEL","-0.00000268843911049"
"10086","ap","LABEL","-0.0000370323423963"
"10087","barriers","LABEL","-0.000000304250572244"
"10088","stoppppp","LABEL","0.00000142977822097"
"10089","inducted","LABEL","-0.000000532510853644"
"10090","|","LABEL","0.000259157082317"
"10091","trends","LABEL","-0.00000347187499358"
"10092","retards","LABEL","-0.00000568013482559"
"10093","protests","LABEL","-0.00000101366188754"
"10094","assistance","LABEL","-0.000000670858291225"
"10095","reboot","LABEL","-0.0000020416738918"
"10096","lls","LABEL","0.0000744444892911"
"10097","sucked","LABEL","-0.000000641964706031"
"10098","chills","LABEL","0.00000365309757236"
"10099","tutoring","LABEL","-0.00000125784817846"
"10100","dent","LABEL","0.000000529472629687"
"10101","invites","LABEL","-0.00000180487779765"
"10102","familiar","LABEL","-0.00000143638879955"
"10103","teased","LABEL","-0.00000180043172778"
"10104","aging","LABEL","-0.00000318478281601"
"10105","#tbt","LABEL","-0.000108952439178"
"10106","starts","LABEL","-0.0000512890896451"
"10107","choke","LABEL","0.000000787099011272"
"10108","protecting","LABEL","0.000000129162552722"
"10109","hozier","LABEL","-0.00000699457177296"
"10110","#hurricanesandy","LABEL","-0.000002040040245"
"10111","lines","LABEL","-0.0000116845390778"
"10112","kraft","LABEL","-0.00000198127945385"
"10113","comical","LABEL","-0.00000206622073519"
"10114","diggin","LABEL","0.00000327338772309"
"10115","#butseriously","LABEL","0.00000292503732762"
"10116","vs","LABEL","-0.000160571111703"
"10117","fuckboys","LABEL","0.00000205663250716"
"10118","crucial","LABEL","-0.00000000267960541646"
"10119","scraped","LABEL","0.000000373846677689"
"10120","martinez","LABEL","-0.00000152808784836"
"10121","meets","LABEL","-0.0000210875917226"
"10122","considers","LABEL","0.000000441282722653"
"10123","residents","LABEL","0.00000816612914548"
"10124","spank","LABEL","0.00000374483939672"
"10125","same","LABEL","0.000097868891829"
"10126","#burn","LABEL","-0.00000121914757932"
"10127","photography","LABEL","-0.0000000706601131086"
"10128","village","LABEL","-0.00000206562947584"
"10129","mobbin","LABEL","0.00000463942301705"
"10130","omggggggg","LABEL","-0.0000000180703376268"
"10131","omegle","LABEL","-0.00000230137416903"
"10132","vibrates","LABEL","0.000000378892327072"
"10133","#bomb","LABEL","0.000000461145303392"
"10134","#problems","LABEL","0.000000939780390295"
"10135","cheer","LABEL","-0.0000560594683337"
"10136","beware","LABEL","-0.00000377477490217"
"10137","tackled","LABEL","0.0000000622275729278"
"10138","edison","LABEL","-0.00000415864221775"
"10139","shitttt","LABEL","0.00000496396702387"
"10140","dandy","LABEL","-0.00000184674402314"
"10141","snippet","LABEL","-0.000000988320649009"
"10142","springer","LABEL","0.00000291412461142"
"10143","easter","LABEL","-0.0000393645891315"
"10144","champion","LABEL","-0.0000113691186237"
"10145","coke","LABEL","-0.00000499470732799"
"10146","across","LABEL","0.00000208324383523"
"10147","incase","LABEL","0.00000415140946559"
"10148","inspected","LABEL","-0.000000890722403076"
"10149","borrowing","LABEL","-0.000000833291636554"
"10150","spirit","LABEL","-0.0000137866327948"
"10151","electronics","LABEL","-0.00000426796309104"
"10152","ft","LABEL","-0.0000587489491553"
"10153","lols","LABEL","0.00000232358543596"
"10154","paragraph","LABEL","0.000000739666565503"
"10155","tank","LABEL","-0.00000793022608379"
"10156","pittsburgh","LABEL","-0.00000683063457462"
"10157","genesis","LABEL","-0.00000157184100832"
"10158","baylor","LABEL","-0.00000269309396037"
"10159","financially","LABEL","-0.000000260477648368"
"10160","slot","LABEL","0.000000343438875057"
"10161","kiddies","LABEL","-0.00000439806185904"
"10162","random","LABEL","-0.0000113634472527"
"10163","titan","LABEL","0.000000221431231983"
"10164","brice","LABEL","-0.000000743223804932"
"10165","amc","LABEL","-0.00000207490054378"
"10166","mal","LABEL","-0.00000307213020811"
"10167","celebrating","LABEL","-0.0000377274936508"
"10168","dumber","LABEL","-0.00000692382330821"
"10169","kings","LABEL","-0.0000205181238079"
"10170","glove","LABEL","-0.0000000873861409433"
"10171","downloads","LABEL","-0.000000653965177319"
"10172","satisfying","LABEL","0.00000210237437601"
"10173","bar","LABEL","-0.0000160360352927"
"10174","heaven's","LABEL","-0.00000939017777537"
"10175","stocked","LABEL","-0.00000211000760767"
"10176","arena","LABEL","-0.0000123962554003"
"10177","hipsters","LABEL","-0.00000186120299259"
"10178","repeated","LABEL","0.000000746010338652"
"10179","ahahah","LABEL","-0.0000113875281045"
"10180","maine","LABEL","0.00000116574910706"
"10181","wake","LABEL","0.0000720250556375"
"10182","bomb","LABEL","0.0000130646291298"
"10183","gen","LABEL","-0.00000202823034273"
"10184","constructive","LABEL","-0.00000372131547085"
"10185","#tmi","LABEL","0.00000421859390321"
"10186","necessary","LABEL","-0.00000139020033436"
"10187","heroine","LABEL","0.00000311355726898"
"10188","6pm","LABEL","-0.00000493426782273"
"10189","pool","LABEL","-0.0000623292197489"
"10190","rugrats","LABEL","0.000000806814563779"
"10191","sub","LABEL","-0.00000956885706591"
"10192","shell","LABEL","0.00000346133535343"
"10193","#icanteven","LABEL","0.00000164850141332"
"10194","rooting","LABEL","-0.0000049351234033"
"10195","scottish","LABEL","-0.00000213481363496"
"10196","crocker","LABEL","-0.00000323234307474"
"10197","reported","LABEL","-0.000000974249969481"
"10198","reminded","LABEL","-0.00000575329193687"
"10199","satanic","LABEL","0.000000858303850911"
"10200","#watchout","LABEL","-0.000000374621937255"
"10201","stewie","LABEL","0.00000160893768863"
"10202","gentleman","LABEL","0.00000376142016786"
"10203","realizes","LABEL","-0.000000111716718446"
"10204","jamaica","LABEL","-0.0000166802407457"
"10205","natural","LABEL","0.00000174095698839"
"10206","cuffing","LABEL","0.0000120313768799"
"10207","#pitt","LABEL","0.000000129961200839"
"10208","bachelorette","LABEL","-0.00000236368579212"
"10209","#happiness","LABEL","0.00000990877757654"
"10210","heart's","LABEL","0.00000525606701047"
"10211","strike","LABEL","0.00000225888896559"
"10212","functioning","LABEL","-0.00000135509079264"
"10213","lucy","LABEL","-0.00000306142752901"
"10214","evaluation","LABEL","-0.0000036786919725"
"10215","blazers","LABEL","-0.000000934520234283"
"10216","tsa","LABEL","-0.00000050859808246"
"10217","unlike","LABEL","-0.00000033123818136"
"10218","k's","LABEL","-0.00000225604733358"
"10219","jolie","LABEL","-0.00000737440996424"
"10220","laughing","LABEL","-0.000083491224306"
"10221","pre-order","LABEL","-0.00000245520959608"
"10222","incorporate","LABEL","-0.00000160226247482"
"10223","antonio","LABEL","-0.000000665335033781"
"10224","swag","LABEL","-0.000024405401514"
"10225","shortcake","LABEL","0.000000354205305654"
"10226","workkk","LABEL","0.00000170253212214"
"10227","kitties","LABEL","0.00000641238490041"
"10228","posts","LABEL","-0.0000195453013545"
"10229","cockroach","LABEL","-0.000000324024406477"
"10230","character","LABEL","-0.0000186828120542"
"10231","carmel","LABEL","0.00000197367918883"
"10232","ramadan","LABEL","-0.00000268606783607"
"10233","pollution","LABEL","0.0000000929180363908"
"10234","chain","LABEL","-0.00000456857246734"
"10235","g's","LABEL","-0.00000224562584604"
"10236","caving","LABEL","0.00000102006648063"
"10237","most","LABEL","-0.0000398373157741"
"10238","#legend","LABEL","-0.00000641927916417"
"10239","security","LABEL","-0.0000136768497487"
"10240","common","LABEL","0.000000389765559919"
"10241","plugs","LABEL","0.00000683874744588"
"10242","potheads","LABEL","0.00000110296646666"
"10243","rft","LABEL","-0.000000869554857381"
"10244","freedom","LABEL","0.0000113099642139"
"10245","blondes","LABEL","-0.00000243848582948"
"10246","alicia","LABEL","-0.00000295910567207"
"10247","dwelling","LABEL","0.00000366977300761"
"10248","stealin","LABEL","0.00000316591725414"
"10249","narnia","LABEL","-0.00000335713969187"
"10250","shutter","LABEL","-0.0000142514557344"
"10251","joins","LABEL","-0.00000208183439113"
"10252","embarassing","LABEL","-0.00000149054756048"
"10253","goodell","LABEL","-0.00000073278978722"
"10254","scope","LABEL","-0.00000155856339968"
"10255","neglect","LABEL","0.00000126711139604"
"10256","dont","LABEL","0.000505740263239"
"10257","dickeatin","LABEL","0.00000375311707573"
"10258","nicki","LABEL","-0.0000364572689157"
"10259","vomit","LABEL","0.000000596109303254"
"10260","glued","LABEL","-0.00000100339782133"
"10261","preform","LABEL","0.0000003209543916"
"10262","cup","LABEL","-0.0000699159321527"
"10263","barbecue","LABEL","-0.000000371999009324"
"10264","consol","LABEL","-0.0000110710683707"
"10265","curls","LABEL","0.0000116448913239"
"10266","drawer","LABEL","-0.000000978533839125"
"10267","countin","LABEL","-0.00000196134171276"
"10268","pairs","LABEL","-0.00000892757961517"
"10269","grave","LABEL","-0.00000954373704754"
"10270","cardinals","LABEL","-0.00000182236978815"
"10271","denies","LABEL","-0.000000461924699744"
"10272","bitchhhh","LABEL","0.00000153970251596"
"10273","wrk","LABEL","-0.0000191947328747"
"10274","nut","LABEL","0.0000409286155211"
"10275","persona","LABEL","0.00000291949733924"
"10276","deepest","LABEL","-0.00000126426034142"
"10277","mah","LABEL","-0.0000205996754446"
"10278","accident","LABEL","-0.0000134035721316"
"10279","state","LABEL","-0.00014770882601"
"10280","ia","LABEL","-0.00000288719639419"
"10281","schooling","LABEL","-0.0000000663098038242"
"10282","#sorry","LABEL","-0.00000214668919651"
"10283","burton","LABEL","-0.0000218217120708"
"10284","developing","LABEL","0.00000000804267411525"
"10285","praying","LABEL","0.00000260275255163"
"10286","rhino","LABEL","-0.00000216422749948"
"10287","ag","LABEL","-0.00000543179482023"
"10288","distance","LABEL","0.0000443348656005"
"10289","gramma","LABEL","-0.00000355557222347"
"10290","candy","LABEL","-0.0000278450797736"
"10291","rory","LABEL","-0.0000026529455335"
"10292","cutee","LABEL","0.00000117355226577"
"10293","carries","LABEL","0.000000432064009147"
"10294","burning","LABEL","0.0000157532559192"
"10295","medicated","LABEL","0.00000264832372069"
"10296","ribs","LABEL","0.0000114477161229"
"10297","fiery","LABEL","0.000000472115096958"
"10298","bra","LABEL","-0.000000435661623366"
"10299","glow","LABEL","-0.0000020453190594"
"10300","rescheduled","LABEL","-0.000000852182585303"
"10301","arnold","LABEL","0.000000348124239515"
"10302","pain","LABEL","0.000218787296469"
"10303","miguel","LABEL","-0.000000337789296417"
"10304","answer","LABEL","-0.000017828667893"
"10305","booking","LABEL","-0.0000013431585015"
"10306","satin","LABEL","-0.00000116545212676"
"10307","uniforms","LABEL","-0.0000122611636709"
"10308","adorable","LABEL","-0.000038240763319"
"10309","cottage","LABEL","-0.0000043862818172"
"10310","#happyfathersday","LABEL","0.000000772890584164"
"10311","vibe","LABEL","0.00000702293393728"
"10312","invade","LABEL","0.00000273222154219"
"10313","wrench","LABEL","0.00000106224505787"
"10314","hints","LABEL","0.00000276439063728"
"10315","foolishness","LABEL","0.0000033113727738"
"10316","scarred","LABEL","-0.00000172305684214"
"10317","twinkle","LABEL","-0.0000233670798051"
"10318","cia","LABEL","-0.00000127866876392"
"10319","guinness","LABEL","-0.0000023778123191"
"10320","marry","LABEL","-0.00000789186831158"
"10321","#sunshine","LABEL","0.00000297732021499"
"10322","tending","LABEL","-0.000000415279478592"
"10323","pt","LABEL","0.00000686306983225"
"10324","whatttt","LABEL","-0.00000602904289052"
"10325","intrigued","LABEL","-0.000000619017387119"
